game_id,winner_team,last_day,n_players,end_reason,villager_votes_cast,villager_votes_received,villager_survived,seer_votes_cast,seer_votes_received,seer_survived,doctor_votes_cast,doctor_votes_received,doctor_survived,werewolf_votes_cast,werewolf_votes_received,werewolf_survived,seer_n_inspects,seer_inspect_success_rate,doctor_n_heals,doctor_heal_success_rate,werewolf_n_wolf_votes,wolf_day_consistency_rate,wolf_active_days
74792703,Villagers,3.0,8,Reason: All werewolves exiled.,3.0,1.75,0.25,2.0,12.0,0.0,6.0,2.0,1.0,7.5,7.0,0.0,1.0,0.0,3.0,0.0,2.5,0.6666666666666666,3.0
74792706,Werewolves,4.0,8,"Reason: len(werewolves) >= len(villagers). Final counts: len(werewolves)=1, len(villagers)=1).",5.5,3.0,0.25,2.0,2.0,0.0,2.0,14.0,0.0,8.0,7.0,0.5,2.0,0.0,1.0,1.0,3.0,0.6666666666666666,3.0
74792711,Villagers,2.0,8,Reason: All werewolves exiled.,3.0,1.25,0.75,4.0,2.0,1.0,4.0,0.0,1.0,4.5,11.0,0.0,2.0,0.5,2.0,0.5,1.5,0.5,2.0
74792752,Villagers,4.0,8,Reason: All werewolves exiled.,5.5,7.25,0.25,4.0,3.0,0.0,8.0,2.0,1.0,9.0,9.0,0.0,3.0,0.0,4.0,0.5,3.0,0.75,4.0
74792753,Villagers,2.0,8,Reason: All werewolves exiled.,3.5,1.75,0.75,4.0,0.0,1.0,4.0,0.0,1.0,4.5,12.0,0.0,2.0,0.5,2.0,0.5,1.5,0.5,2.0
74792756,Villagers,3.0,8,Reason: All werewolves exiled.,2.5,4.0,0.25,6.0,7.0,1.0,6.0,0.0,1.0,7.5,7.0,0.0,3.0,0.0,3.0,0.3333333333333333,2.5,0.6666666666666666,3.0
74792758,Villagers,3.0,8,Reason: All werewolves exiled.,4.5,3.75,0.5,4.0,1.0,0.0,0.0,2.0,0.0,6.0,8.0,0.0,3.0,0.3333333333333333,1.0,0.0,2.0,0.6666666666666666,3.0
74792762,Villagers,2.0,8,Reason: All werewolves exiled.,3.0,0.5,0.75,4.0,7.0,1.0,4.0,0.0,1.0,4.5,10.0,0.0,2.0,1.0,2.0,0.5,1.5,0.5,2.0
74792766,Villagers,2.0,8,Reason: All werewolves exiled.,3.0,2.25,0.75,4.0,0.0,1.0,4.0,0.0,1.0,4.5,10.0,0.0,2.0,0.5,2.0,0.5,1.5,1.0,2.0
74792767,Villagers,4.0,8,Reason: All werewolves exiled.,3.5,3.0,0.25,2.0,12.0,0.0,6.0,2.0,1.0,9.0,7.0,0.0,1.0,1.0,4.0,0.25,3.0,0.75,4.0
74792768,Werewolves,4.0,8,"Reason: len(werewolves) >= len(villagers). Final counts: len(werewolves)=1, len(villagers)=1).",5.0,5.25,0.25,2.0,3.0,0.0,4.0,1.0,0.0,6.5,7.0,0.5,2.0,0.5,3.0,0.3333333333333333,2.5,0.6666666666666666,3.0
74792772,Werewolves,2.0,8,"Reason: len(werewolves) >= len(villagers). Final counts: len(werewolves)=2, len(villagers)=2).",2.5,3.5,0.5,2.0,2.0,0.0,4.0,8.0,0.0,6.0,2.0,1.0,2.0,0.5,2.0,0.0,2.0,1.0,2.0
74792776,Villagers,3.0,8,Reason: All werewolves exiled.,3.5,2.5,0.5,4.0,1.0,0.0,2.0,10.0,0.0,7.5,7.0,0.0,3.0,0.6666666666666666,1.0,0.0,2.5,1.0,3.0
74792777,Villagers,2.0,8,Reason: All werewolves exiled.,3.0,1.0,0.75,2.0,1.0,0.0,4.0,2.0,1.0,4.5,10.0,0.0,2.0,0.5,2.0,0.0,1.5,0.5,2.0
74792783,Werewolves,4.0,8,"Reason: len(werewolves) >= len(villagers). Final counts: len(werewolves)=1, len(villagers)=1).",5.5,4.25,0.25,2.0,5.0,0.0,4.0,3.0,0.0,6.5,8.0,0.5,2.0,0.5,3.0,0.3333333333333333,2.5,0.6666666666666666,3.0
74792793,Villagers,2.0,8,Reason: All werewolves exiled.,3.0,0.75,0.75,4.0,6.0,1.0,4.0,0.0,1.0,4.5,10.0,0.0,2.0,0.5,2.0,0.5,1.5,1.0,2.0
74792794,Villagers,3.0,8,Reason: All werewolves exiled.,3.5,3.25,0.5,2.0,2.0,0.0,6.0,2.0,1.0,7.5,10.0,0.0,2.0,0.0,3.0,0.0,2.5,1.0,3.0
74792801,Villagers,2.0,8,Reason: All werewolves exiled.,3.5,0.75,0.75,4.0,2.0,1.0,0.0,2.0,0.0,4.5,10.0,0.0,2.0,0.5,1.0,0.0,1.5,0.5,2.0
74792804,Villagers,2.0,8,Reason: All werewolves exiled.,3.0,1.25,0.75,4.0,2.0,1.0,4.0,0.0,1.0,4.5,11.0,0.0,2.0,0.5,2.0,0.5,1.5,0.5,2.0
74792806,Villagers,3.0,8,Reason: All werewolves exiled.,2.5,4.0,0.25,6.0,5.0,1.0,6.0,2.0,1.0,7.5,7.0,0.0,3.0,0.6666666666666666,3.0,0.3333333333333333,2.5,0.6666666666666666,3.0
74792844,Villagers,2.0,8,Reason: All werewolves exiled.,3.0,1.25,0.75,4.0,0.0,1.0,4.0,2.0,1.0,4.5,11.0,0.0,2.0,0.0,2.0,0.5,1.5,0.5,2.0
74792845,Werewolves,4.0,8,"Reason: len(werewolves) >= len(villagers). Final counts: len(werewolves)=1, len(villagers)=1).",5.0,5.75,0.0,0.0,2.0,0.0,6.0,0.0,1.0,6.5,7.0,0.5,1.0,1.0,4.0,0.25,2.5,0.6666666666666666,3.0
74792855,Villagers,3.0,8,Reason: All werewolves exiled.,5.0,3.25,0.5,2.0,1.0,0.0,0.0,2.0,0.0,6.0,9.0,0.0,2.0,0.0,1.0,0.0,2.0,0.6666666666666666,3.0
74792866,Villagers,2.0,8,Reason: All werewolves exiled.,3.5,1.25,0.75,4.0,2.0,1.0,4.0,0.0,1.0,4.5,12.0,0.0,2.0,0.5,2.0,0.5,1.5,0.5,2.0
74792872,Villagers,3.0,8,Reason: All werewolves exiled.,4.5,4.75,0.5,2.0,2.0,0.0,0.0,2.0,0.0,7.5,6.0,0.0,2.0,0.5,1.0,0.0,2.5,0.6666666666666666,3.0
74792881,Villagers,3.0,8,Reason: All werewolves exiled.,4.5,3.75,0.5,6.0,3.0,1.0,6.0,2.0,1.0,6.0,11.0,0.0,3.0,0.3333333333333333,3.0,0.6666666666666666,2.0,0.6666666666666666,3.0
74792887,Villagers,2.0,8,Reason: All werewolves exiled.,3.0,0.5,0.75,4.0,2.0,1.0,2.0,3.0,0.0,4.5,10.0,0.0,2.0,0.5,2.0,0.0,1.5,0.5,2.0
74792930,Villagers,3.0,8,Reason: All werewolves exiled.,4.0,3.5,0.5,4.0,5.0,0.0,0.0,2.0,0.0,7.5,7.0,0.0,3.0,0.6666666666666666,1.0,0.0,2.5,1.0,3.0
74792932,Villagers,2.0,8,Reason: All werewolves exiled.,3.0,0.5,0.75,4.0,5.0,1.0,4.0,0.0,1.0,4.5,11.0,0.0,2.0,1.0,2.0,0.5,1.5,0.5,2.0
74792936,Villagers,2.0,8,Reason: All werewolves exiled.,2.5,1.25,0.5,4.0,0.0,1.0,4.0,2.0,1.0,4.5,10.0,0.0,2.0,0.0,2.0,0.0,1.5,0.5,2.0
74792940,Villagers,2.0,8,Reason: All werewolves exiled.,3.0,0.5,0.75,4.0,4.0,1.0,2.0,1.0,0.0,4.5,10.0,0.0,2.0,1.0,2.0,0.0,1.5,0.5,2.0
74792944,Villagers,2.0,8,Reason: All werewolves exiled.,2.5,0.75,0.5,4.0,0.0,1.0,4.0,2.0,1.0,4.5,11.0,0.0,2.0,0.5,2.0,0.0,1.5,0.5,2.0
74792945,Villagers,2.0,8,Reason: All werewolves exiled.,3.0,1.0,0.75,4.0,2.0,1.0,2.0,1.0,0.0,4.5,10.0,0.0,2.0,0.5,2.0,0.0,1.5,0.5,2.0
74792948,Werewolves,2.0,8,"Reason: len(werewolves) >= len(villagers). Final counts: len(werewolves)=2, len(villagers)=2).",3.5,2.5,0.5,2.0,12.0,0.0,0.0,2.0,0.0,6.0,2.0,1.0,1.0,0.0,1.0,0.0,2.0,1.0,2.0
74792952,Werewolves,3.0,8,"Reason: len(werewolves) >= len(villagers). Final counts: len(werewolves)=2, len(villagers)=2).",3.0,5.0,0.5,4.0,2.0,0.0,4.0,10.0,0.0,7.0,1.0,1.0,3.0,0.3333333333333333,2.0,0.5,3.0,1.0,2.0
74792964,Werewolves,2.0,8,"Reason: len(werewolves) >= len(villagers). Final counts: len(werewolves)=2, len(villagers)=2).",3.0,6.0,0.25,0.0,2.0,0.0,4.0,0.0,1.0,6.0,1.0,1.0,1.0,0.0,2.0,0.0,2.0,1.0,2.0
74792994,Werewolves,2.0,8,"Reason: len(werewolves) >= len(villagers). Final counts: len(werewolves)=2, len(villagers)=2).",3.5,6.0,0.5,0.0,2.0,0.0,2.0,2.0,0.0,6.0,0.0,1.0,1.0,0.0,2.0,0.0,2.0,1.0,2.0
74792995,Werewolves,3.0,8,"Reason: len(werewolves) >= len(villagers). Final counts: len(werewolves)=1, len(villagers)=1).",4.0,3.5,0.25,4.0,3.0,0.0,0.0,2.0,0.0,7.5,8.0,0.5,3.0,0.3333333333333333,1.0,0.0,2.5,0.6666666666666666,3.0
74792996,Werewolves,4.0,8,"Reason: len(werewolves) >= len(villagers). Final counts: len(werewolves)=1, len(villagers)=1).",4.5,5.25,0.25,4.0,3.0,0.0,6.0,1.0,0.0,6.5,8.0,0.5,3.0,0.3333333333333333,4.0,0.25,2.5,0.6666666666666666,3.0
74792997,Villagers,2.0,8,Reason: All werewolves exiled.,3.0,0.5,0.75,4.0,5.0,1.0,4.0,0.0,1.0,4.5,11.0,0.0,2.0,1.0,2.0,0.5,1.5,0.5,2.0
74793000,Villagers,2.0,8,Reason: All werewolves exiled.,2.5,0.75,0.5,4.0,4.0,1.0,4.0,0.0,1.0,4.5,10.0,0.0,2.0,1.0,2.0,0.0,1.5,0.5,2.0
74793010,Villagers,2.0,8,Reason: All werewolves exiled.,3.0,0.5,0.75,4.0,5.0,1.0,4.0,0.0,1.0,4.5,11.0,0.0,2.0,1.0,2.0,0.5,1.5,0.5,2.0
74793011,Villagers,3.0,8,Reason: All werewolves exiled.,4.0,4.5,0.5,4.0,5.0,0.0,0.0,2.0,0.0,7.5,5.0,0.0,3.0,0.3333333333333333,1.0,0.0,2.5,1.0,3.0
74793022,Werewolves,4.0,8,"Reason: len(werewolves) >= len(villagers). Final counts: len(werewolves)=1, len(villagers)=1).",4.0,4.0,0.0,2.0,12.0,0.0,6.0,0.0,1.0,8.0,6.0,0.5,1.0,1.0,4.0,0.25,3.0,0.6666666666666666,3.0
74793029,Villagers,2.0,8,Reason: All werewolves exiled.,4.0,0.5,1.0,2.0,5.0,0.0,0.0,2.0,0.0,4.5,9.0,0.0,2.0,1.0,1.0,0.0,1.5,1.0,2.0
74793030,Villagers,2.0,8,Reason: All werewolves exiled.,4.0,1.25,1.0,0.0,2.0,0.0,4.0,0.0,1.0,4.5,11.0,0.0,1.0,0.0,2.0,0.5,1.5,0.5,2.0
74793032,Villagers,3.0,8,Reason: All werewolves exiled.,3.5,4.0,0.5,2.0,4.0,0.0,4.0,5.0,0.0,7.5,5.0,0.0,2.0,0.5,3.0,0.0,2.5,1.0,3.0
74793041,Villagers,2.0,8,Reason: All werewolves exiled.,4.0,1.0,1.0,4.0,5.0,1.0,4.0,0.0,1.0,4.5,12.0,0.0,2.0,0.5,2.0,1.0,1.5,1.0,2.0
74793043,Villagers,2.0,8,Reason: All werewolves exiled.,3.0,1.25,0.75,4.0,2.0,1.0,4.0,0.0,1.0,4.5,11.0,0.0,2.0,0.5,2.0,0.5,1.5,0.5,2.0
74793081,Werewolves,2.0,8,"Reason: len(werewolves) >= len(villagers). Final counts: len(werewolves)=2, len(villagers)=2).",3.0,5.5,0.25,0.0,2.0,0.0,4.0,0.0,1.0,6.0,2.0,1.0,1.0,0.0,2.0,0.0,2.0,1.0,2.0
74793086,Villagers,2.0,8,Reason: All werewolves exiled.,3.5,1.25,0.75,4.0,0.0,1.0,0.0,2.0,0.0,4.5,10.0,0.0,2.0,0.0,1.0,0.0,1.5,0.5,2.0
74793090,Villagers,2.0,8,Reason: All werewolves exiled.,2.5,0.5,0.75,2.0,3.0,0.0,4.0,2.0,1.0,4.5,9.0,0.0,2.0,1.0,2.0,0.0,1.5,0.5,2.0
74793096,Werewolves,4.0,8,"Reason: len(werewolves) >= len(villagers). Final counts: len(werewolves)=1, len(villagers)=1).",5.5,4.75,0.25,2.0,5.0,0.0,4.0,3.0,0.0,6.5,7.0,0.5,2.0,0.5,3.0,0.3333333333333333,2.5,0.6666666666666666,3.0
74793097,Werewolves,3.0,8,"Reason: len(werewolves) >= len(villagers). Final counts: len(werewolves)=1, len(villagers)=1).",4.5,3.25,0.25,2.0,12.0,0.0,0.0,2.0,0.0,7.5,4.0,0.5,1.0,0.0,1.0,0.0,2.5,0.6666666666666666,3.0
74793100,Villagers,2.0,8,Reason: All werewolves exiled.,4.0,0.5,1.0,4.0,7.0,1.0,4.0,0.0,1.0,4.5,12.0,0.0,2.0,1.0,2.0,1.0,1.5,1.0,2.0
74793101,Villagers,3.0,8,Reason: All werewolves exiled.,4.5,2.25,0.5,0.0,2.0,0.0,2.0,12.0,0.0,7.5,6.0,0.0,1.0,0.0,1.0,0.0,2.5,1.0,3.0
74793102,Villagers,2.0,8,Reason: All werewolves exiled.,3.5,0.25,0.75,4.0,4.0,1.0,0.0,2.0,0.0,4.5,10.0,0.0,2.0,1.0,1.0,0.0,1.5,0.5,2.0
74793141,Werewolves,2.0,8,"Reason: len(werewolves) >= len(villagers). Final counts: len(werewolves)=2, len(villagers)=2).",2.5,6.0,0.25,2.0,2.0,0.0,4.0,2.0,1.0,6.0,0.0,1.0,2.0,0.0,2.0,0.0,2.0,1.0,2.0
74793160,Villagers,3.0,8,Reason: All werewolves exiled.,3.0,1.75,0.25,6.0,8.0,1.0,2.0,10.0,0.0,7.5,5.0,0.0,2.0,0.0,1.0,0.0,2.5,1.0,3.0
74793161,Werewolves,2.0,8,"Reason: len(werewolves) >= len(villagers). Final counts: len(werewolves)=2, len(villagers)=2).",3.0,5.0,0.25,0.0,2.0,0.0,4.0,0.0,1.0,6.0,3.0,1.0,1.0,0.0,2.0,0.0,2.0,1.0,2.0
74793163,Villagers,3.0,8,Reason: All werewolves exiled.,3.0,3.25,0.25,4.0,3.0,0.0,6.0,0.0,1.0,6.0,9.0,0.0,3.0,0.6666666666666666,3.0,0.0,2.0,0.6666666666666666,3.0
74793164,Villagers,3.0,8,Reason: All werewolves exiled.,3.5,4.0,0.5,4.0,5.0,0.0,2.0,2.0,0.0,7.5,6.0,0.0,3.0,0.6666666666666666,2.0,0.0,2.5,0.6666666666666666,3.0
74793166,Villagers,2.0,8,Reason: All werewolves exiled.,3.5,0.25,0.75,0.0,2.0,0.0,4.0,6.0,1.0,4.5,9.0,0.0,1.0,1.0,2.0,0.0,1.5,0.5,2.0
74793167,Werewolves,2.0,8,"Reason: len(werewolves) >= len(villagers). Final counts: len(werewolves)=2, len(villagers)=2).",3.0,6.0,0.25,4.0,0.0,1.0,0.0,2.0,0.0,6.0,1.0,1.0,2.0,0.0,1.0,0.0,2.0,1.0,2.0
74793169,Villagers,2.0,8,Reason: All werewolves exiled.,3.0,0.75,0.75,4.0,2.0,1.0,4.0,6.0,1.0,4.5,9.0,0.0,2.0,0.5,2.0,0.5,1.5,1.0,2.0
74793171,Villagers,2.0,8,Reason: All werewolves exiled.,2.5,0.75,0.5,4.0,4.0,1.0,4.0,0.0,1.0,4.5,10.0,0.0,2.0,1.0,2.0,0.0,1.5,0.5,2.0
74793173,Werewolves,3.0,8,"Reason: len(werewolves) >= len(villagers). Final counts: len(werewolves)=2, len(villagers)=2).",3.5,3.5,0.5,4.0,4.0,0.0,2.0,14.0,0.0,7.0,1.0,1.0,3.0,0.3333333333333333,1.0,1.0,3.0,1.0,2.0
74793180,Villagers,2.0,8,Reason: All werewolves exiled.,3.0,0.5,0.75,4.0,3.0,1.0,4.0,2.0,1.0,4.5,11.0,0.0,2.0,1.0,2.0,0.5,1.5,0.5,2.0
74793182,Werewolves,2.0,8,"Reason: len(werewolves) >= len(villagers). Final counts: len(werewolves)=2, len(villagers)=2).",2.5,2.5,0.25,4.0,0.0,1.0,2.0,12.0,0.0,6.0,3.0,1.0,2.0,0.0,1.0,0.0,2.0,1.0,2.0
74793213,Werewolves,2.0,8,"Reason: len(werewolves) >= len(villagers). Final counts: len(werewolves)=2, len(villagers)=2).",2.5,1.5,0.5,2.0,12.0,0.0,4.0,10.0,0.0,6.0,0.0,1.0,1.0,0.0,2.0,0.0,2.0,1.0,2.0
74793217,Villagers,2.0,8,Reason: All werewolves exiled.,2.0,1.25,0.5,4.0,4.0,1.0,4.0,0.0,1.0,4.5,8.0,0.0,2.0,0.5,2.0,0.0,1.5,0.5,2.0
74793220,Villagers,2.0,8,Reason: All werewolves exiled.,3.0,1.0,0.75,4.0,0.0,1.0,2.0,3.0,0.0,4.5,10.0,0.0,2.0,0.0,2.0,0.0,1.5,0.5,2.0
74793229,Villagers,3.0,8,Reason: All werewolves exiled.,3.5,4.5,0.5,6.0,7.0,1.0,6.0,0.0,1.0,7.5,8.0,0.0,3.0,0.3333333333333333,3.0,0.6666666666666666,2.5,1.0,3.0
74793231,Werewolves,3.0,8,"Reason: len(werewolves) >= len(villagers). Final counts: len(werewolves)=2, len(villagers)=2).",3.5,3.0,0.5,2.0,12.0,0.0,4.0,10.0,0.0,7.0,0.0,1.0,1.0,0.0,2.0,0.5,3.0,1.0,2.0
74793232,Werewolves,2.0,8,"Reason: len(werewolves) >= len(villagers). Final counts: len(werewolves)=2, len(villagers)=2).",3.5,5.0,0.5,0.0,2.0,0.0,2.0,4.0,0.0,6.0,1.0,1.0,1.0,1.0,2.0,0.0,2.0,1.0,2.0
74793240,Villagers,3.0,8,Reason: All werewolves exiled.,5.5,1.75,0.75,2.0,4.0,0.0,2.0,8.0,0.0,7.5,11.0,0.0,2.0,0.0,1.0,1.0,2.5,0.6666666666666666,3.0
74793246,Werewolves,3.0,8,"Reason: len(werewolves) >= len(villagers). Final counts: len(werewolves)=2, len(villagers)=2).",4.0,2.0,0.5,2.0,12.0,0.0,6.0,12.0,0.0,9.0,5.0,1.0,1.0,0.0,3.0,0.3333333333333333,3.0,1.0,3.0
74793247,Werewolves,3.0,8,"Reason: len(werewolves) >= len(villagers). Final counts: len(werewolves)=2, len(villagers)=2).",3.0,7.5,0.25,4.0,2.0,1.0,4.0,2.0,0.0,7.0,0.0,1.0,3.0,0.3333333333333333,3.0,0.3333333333333333,3.0,1.0,2.0
74793251,Villagers,3.0,8,Reason: All werewolves exiled.,4.0,4.0,0.5,4.0,7.0,0.0,0.0,2.0,0.0,7.5,5.0,0.0,2.0,0.5,1.0,0.0,2.5,1.0,3.0
74793253,Werewolves,2.0,8,"Reason: len(werewolves) >= len(villagers). Final counts: len(werewolves)=2, len(villagers)=2).",3.0,2.5,0.5,2.0,10.0,0.0,2.0,2.0,0.0,6.0,3.0,1.0,1.0,0.0,2.0,0.0,2.0,1.0,2.0
74793255,Villagers,3.0,8,Reason: All werewolves exiled.,4.0,1.25,0.5,6.0,2.0,1.0,6.0,2.0,1.0,7.5,10.0,0.0,3.0,0.0,3.0,0.3333333333333333,2.5,0.3333333333333333,3.0
74793260,Werewolves,2.0,8,"Reason: len(werewolves) >= len(villagers). Final counts: len(werewolves)=2, len(villagers)=2).",3.5,6.0,0.5,0.0,2.0,0.0,2.0,2.0,0.0,6.0,0.0,1.0,1.0,1.0,2.0,0.0,2.0,1.0,2.0
74793261,Villagers,3.0,8,Reason: All werewolves exiled.,4.5,1.25,0.5,0.0,2.0,0.0,2.0,8.0,0.0,7.5,10.0,0.0,1.0,0.0,1.0,0.0,2.5,0.6666666666666666,3.0
74793270,Werewolves,2.0,8,"Reason: len(werewolves) >= len(villagers). Final counts: len(werewolves)=2, len(villagers)=2).",2.5,5.5,0.25,4.0,0.0,1.0,2.0,2.0,0.0,6.0,2.0,1.0,2.0,0.0,2.0,0.0,2.0,1.0,2.0
74793326,Villagers,3.0,8,Reason: All werewolves exiled.,4.0,4.75,0.5,0.0,2.0,0.0,6.0,0.0,1.0,7.5,8.0,0.0,1.0,1.0,3.0,0.3333333333333333,2.5,0.6666666666666666,3.0
74793332,Villagers,2.0,8,Reason: All werewolves exiled.,4.0,1.25,1.0,4.0,2.0,1.0,4.0,0.0,1.0,4.5,13.0,0.0,2.0,0.0,2.0,1.0,1.5,0.5,2.0
74793336,Villagers,2.0,8,Reason: All werewolves exiled.,3.0,0.5,0.75,4.0,5.0,1.0,4.0,0.0,1.0,4.5,11.0,0.0,2.0,1.0,2.0,0.5,1.5,0.5,2.0
74793344,Villagers,2.0,8,Reason: All werewolves exiled.,3.5,2.25,0.75,4.0,0.0,1.0,4.0,0.0,1.0,4.5,11.0,0.0,2.0,0.5,2.0,0.5,1.5,1.0,2.0
74793351,Villagers,2.0,8,Reason: All werewolves exiled.,3.0,1.25,0.75,4.0,2.0,1.0,4.0,0.0,1.0,4.5,11.0,0.0,2.0,0.5,2.0,0.5,1.5,0.5,2.0
74793357,Villagers,3.0,8,Reason: All werewolves exiled.,3.0,4.75,0.25,6.0,4.0,1.0,6.0,0.0,1.0,7.5,8.0,0.0,3.0,0.3333333333333333,3.0,0.3333333333333333,2.5,0.6666666666666666,3.0
74793363,Villagers,3.0,8,Reason: All werewolves exiled.,3.5,4.5,0.5,4.0,3.0,0.0,6.0,2.0,1.0,7.5,8.0,0.0,3.0,0.3333333333333333,3.0,0.3333333333333333,2.5,0.6666666666666666,3.0
74793366,Werewolves,2.0,8,"Reason: len(werewolves) >= len(villagers). Final counts: len(werewolves)=2, len(villagers)=2).",3.0,6.0,0.25,0.0,2.0,0.0,4.0,0.0,1.0,6.0,1.0,1.0,1.0,0.0,2.0,0.0,2.0,1.0,2.0
74793368,Werewolves,2.0,8,"Reason: len(werewolves) >= len(villagers). Final counts: len(werewolves)=2, len(villagers)=2).",3.0,5.5,0.25,0.0,2.0,0.0,4.0,2.0,1.0,6.0,1.0,1.0,1.0,0.0,2.0,0.0,2.0,1.0,2.0
74793401,Villagers,2.0,8,Reason: All werewolves exiled.,3.0,0.5,0.75,4.0,5.0,1.0,4.0,0.0,1.0,4.5,11.0,0.0,2.0,1.0,2.0,0.5,1.5,0.5,2.0
74793405,Villagers,2.0,8,Reason: All werewolves exiled.,3.0,0.5,0.75,4.0,5.0,1.0,4.0,0.0,1.0,4.5,11.0,0.0,2.0,1.0,2.0,0.5,1.5,0.5,2.0
74793409,Villagers,2.0,8,Reason: All werewolves exiled.,2.5,0.75,0.5,4.0,4.0,1.0,4.0,0.0,1.0,4.5,10.0,0.0,2.0,1.0,2.0,0.0,1.5,0.5,2.0
74793427,Villagers,3.0,8,Reason: All werewolves exiled.,4.0,3.5,0.5,4.0,4.0,0.0,6.0,2.0,1.0,6.0,9.0,0.0,3.0,0.3333333333333333,3.0,0.3333333333333333,2.0,0.6666666666666666,3.0
74793434,Werewolves,2.0,8,"Reason: len(werewolves) >= len(villagers). Final counts: len(werewolves)=2, len(villagers)=2).",3.5,5.5,0.5,2.0,2.0,0.0,0.0,2.0,0.0,6.0,1.0,1.0,2.0,0.0,1.0,0.0,2.0,1.0,2.0
74793438,Villagers,3.0,8,Reason: All werewolves exiled.,3.5,4.5,0.5,6.0,7.0,1.0,6.0,0.0,1.0,7.5,8.0,0.0,3.0,0.3333333333333333,3.0,0.6666666666666666,2.5,1.0,3.0
74793445,Villagers,2.0,8,Reason: All werewolves exiled.,4.0,1.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0,4.5,10.0,0.0,2.0,1.0,1.0,0.0,1.5,0.5,2.0
74793455,Villagers,2.0,8,Reason: All werewolves exiled.,4.0,0.5,1.0,2.0,5.0,0.0,0.0,2.0,0.0,4.5,9.0,0.0,2.0,0.5,1.0,0.0,1.5,1.0,2.0
74793456,Villagers,2.0,8,Reason: All werewolves exiled.,3.0,0.5,0.75,4.0,9.0,1.0,4.0,0.0,1.0,4.5,9.0,0.0,2.0,1.0,2.0,0.5,1.5,1.0,2.0
74793458,Villagers,3.0,8,Reason: All werewolves exiled.,4.0,5.0,0.5,6.0,5.0,1.0,6.0,0.0,1.0,7.5,9.0,0.0,3.0,0.3333333333333333,3.0,0.6666666666666666,2.5,0.6666666666666666,3.0
74793463,Villagers,2.0,8,Reason: All werewolves exiled.,4.0,0.75,1.0,0.0,2.0,0.0,4.0,2.0,1.0,4.5,11.0,0.0,1.0,1.0,2.0,0.5,1.5,0.5,2.0
74793466,Werewolves,4.0,8,"Reason: len(werewolves) >= len(villagers). Final counts: len(werewolves)=1, len(villagers)=1).",3.5,3.25,0.25,4.0,4.0,0.0,6.0,6.0,0.0,6.5,7.0,0.5,3.0,0.3333333333333333,3.0,0.3333333333333333,2.5,0.6666666666666666,3.0
74793468,Werewolves,3.0,8,"Reason: len(werewolves) >= len(villagers). Final counts: len(werewolves)=1, len(villagers)=1).",4.5,1.75,0.25,2.0,10.0,0.0,0.0,2.0,0.0,7.5,8.0,0.5,1.0,1.0,1.0,0.0,2.5,0.3333333333333333,3.0
74793506,Villagers,2.0,8,Reason: All werewolves exiled.,3.0,1.0,0.75,4.0,2.0,1.0,2.0,1.0,0.0,4.5,10.0,0.0,2.0,0.5,2.0,0.0,1.5,0.5,2.0
74793518,Werewolves,2.0,8,"Reason: len(werewolves) >= len(villagers). Final counts: len(werewolves)=2, len(villagers)=2).",2.5,3.0,0.25,2.0,12.0,0.0,4.0,4.0,1.0,6.0,0.0,1.0,1.0,0.0,2.0,0.0,2.0,1.0,2.0
74793524,Werewolves,2.0,8,"Reason: len(werewolves) >= len(villagers). Final counts: len(werewolves)=2, len(villagers)=2).",3.5,5.5,0.5,0.0,2.0,0.0,2.0,2.0,0.0,6.0,1.0,1.0,1.0,0.0,2.0,0.0,2.0,0.5,2.0
74793526,Villagers,2.0,8,Reason: All werewolves exiled.,3.0,2.0,0.75,4.0,3.0,1.0,4.0,0.0,1.0,4.5,9.0,0.0,2.0,0.5,2.0,0.5,1.5,1.0,2.0
74793527,Werewolves,2.0,8,"Reason: len(werewolves) >= len(villagers). Final counts: len(werewolves)=2, len(villagers)=2).",3.0,4.0,0.5,0.0,2.0,0.0,4.0,8.0,0.0,6.0,1.0,1.0,1.0,1.0,2.0,0.0,2.0,1.0,2.0
74793531,Villagers,2.0,8,Reason: All werewolves exiled.,3.5,0.75,0.75,4.0,2.0,1.0,0.0,2.0,0.0,4.5,10.0,0.0,2.0,0.5,1.0,0.0,1.5,0.5,2.0
74793532,Werewolves,4.0,8,"Reason: len(werewolves) >= len(villagers). Final counts: len(werewolves)=1, len(villagers)=1).",4.5,6.0,0.0,0.0,2.0,0.0,6.0,2.0,1.0,8.0,6.0,0.5,1.0,0.0,4.0,0.25,3.0,0.6666666666666666,3.0
74793534,Villagers,2.0,8,Reason: All werewolves exiled.,3.0,1.0,0.75,4.0,3.0,1.0,4.0,0.0,1.0,4.5,11.0,0.0,2.0,1.0,2.0,0.5,1.5,0.5,2.0
74793549,Werewolves,3.0,8,"Reason: len(werewolves) >= len(villagers). Final counts: len(werewolves)=2, len(villagers)=2).",3.5,3.0,0.5,2.0,4.0,0.0,4.0,16.0,0.0,7.0,1.0,1.0,2.0,0.0,2.0,0.5,3.0,1.0,2.0
74793556,Werewolves,3.0,8,"Reason: len(werewolves) >= len(villagers). Final counts: len(werewolves)=2, len(villagers)=2).",3.0,7.0,0.25,4.0,2.0,1.0,4.0,2.0,0.0,7.0,1.0,1.0,3.0,0.3333333333333333,3.0,0.3333333333333333,3.0,1.0,2.0
